0.169747,0.747159,0.067030,0.299847,0.327938,0.330345,0.999997,1.000000,0.000000,1.000000,0.000000,0.000000,0.457984,0.543343,0.006319,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.240367,0.545660,0.150806,0.271145,0.578850,0.059535,0.400000,0.200000,0.000000,0.600000,0.000000,0.100000,0.800000,0.200000,0.000000,0.444799,0.365702,0.309401,0.139771,0.007101,0.733310,1.000000,0.000800,0.333389,0.998929,0.051312,0.000007,0.335806,0.332251,0.333724,1.000000
0.503006,0.021503,0.664855,0.299847,0.327938,0.330345,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.518875,0.024562,0.236591,0.000000,0.200000,0.800000,0.040000,0.420000,0.420000,0.425846,0.099940,0.506052,0.482294,0.057724,0.474793,0.700000,0.200000,0.500000,0.800000,0.000000,0.100000,0.700000,0.200000,0.300000,0.521777,0.468125,0.472324,0.528621,0.142428,0.016568,1.000000,0.000000,0.333389,0.986242,0.000702,0.006496,0.335806,0.332251,0.333724,1.000000
0.431106,0.088194,0.352210,0.299847,0.327938,0.330345,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.957517,0.001975,0.016042,1.000000,0.000000,0.000000,0.700000,0.000000,0.240000,0.387405,0.174850,0.338854,0.827284,0.051293,0.115948,1.000000,0.100000,0.000000,1.000000,0.200000,0.000000,1.000000,0.000000,0.000000,0.496530,0.365445,0.324465,0.558406,0.020176,0.006671,1.000000,0.000000,0.333389,0.999986,0.000001,0.000150,0.335806,0.332251,0.333724,1.000000
0.316894,0.095603,0.469208,0.299847,0.327938,0.330345,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.075874,0.016442,0.889455,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.331770,0.198482,0.412889,0.103187,0.038834,0.807265,0.100000,0.000000,0.700000,0.100000,0.000000,0.800000,0.000000,0.000000,0.900000,0.481655,0.458517,0.555788,0.430463,0.102166,0.610203,0.026950,0.000000,0.333389,0.013503,0.000035,0.969630,0.335806,0.332251,0.333724,3.000000
0.568152,0.067940,0.292891,0.299847,0.327938,0.330345,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.999999,0.000011,0.000001,1.000000,0.000000,0.000000,0.900000,0.100000,0.120000,0.438617,0.156306,0.301932,0.999145,0.001414,0.000343,0.900000,0.100000,0.100000,1.000000,0.200000,0.400000,1.000000,0.100000,0.000000,0.540261,0.021683,0.379685,0.601655,0.561848,0.007284,1.000000,0.000000,0.333389,1.000000,0.000000,0.000000,0.335806,0.332251,0.333724,1.000000
0.098674,0.920564,0.031077,0.299847,0.327938,0.330345,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.027071,0.964814,0.001243,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.186906,0.683172,0.106789,0.039299,0.943491,0.006061,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.100000,1.000000,0.000000,0.444799,0.652073,0.273882,0.139771,0.980249,0.009547,0.026950,0.993559,0.333389,0.012222,0.968355,0.000035,0.335806,0.332251,0.333724,2.000000
0.187168,0.790805,0.045625,0.299847,0.327938,0.330345,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.035145,0.919245,0.016246,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.254490,0.558979,0.129093,0.134572,0.779098,0.038808,0.100000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.441965,0.540663,0.340972,0.036681,0.717159,0.034145,0.026950,0.993559,0.333389,0.012222,0.968355,0.000503,0.335806,0.332251,0.333724,2.000000
0.082915,0.978032,0.009588,0.299847,0.327938,0.330345,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.045095,0.962660,0.000408,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.177065,0.799482,0.059063,0.080019,0.905155,0.004374,0.000000,0.900000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.444799,0.540663,0.339813,0.139771,0.906025,0.141339,0.026950,0.993559,0.333389,0.012222,0.968355,0.000000,0.335806,0.332251,0.333724,2.000000
0.297166,0.077111,0.573312,0.299847,0.327938,0.330345,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.259335,0.061543,0.264677,0.000000,0.000000,1.000000,0.060000,0.260000,0.860000,0.313348,0.174737,0.458754,0.144464,0.149822,0.554475,0.300000,0.200000,0.200000,0.300000,0.100000,0.500000,0.400000,0.000000,0.200000,0.444799,0.399143,0.596902,0.139771,0.212112,0.870466,1.000000,0.000000,0.333389,0.905640,0.000378,0.007831,0.335806,0.332251,0.333724,1.000000
0.493833,0.025464,0.632724,0.299847,0.327938,0.330345,0.989347,0.000000,1.000000,1.000000,1.000000,0.000000,0.776983,0.000111,0.807148,0.000000,0.000000,1.000000,0.000000,0.000000,0.960000,0.411057,0.107541,0.482185,0.477489,0.001983,0.629308,0.800000,0.000000,0.400000,0.900000,0.000000,0.100000,0.800000,0.000000,0.100000,0.412173,0.325008,0.513124,0.036681,0.114674,0.065535,1.000000,0.000000,0.333389,0.999786,0.000000,0.405468,0.335806,0.332251,0.333724,1.000000
0.414939,0.030475,0.671903,0.299847,0.327938,0.330345,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.061445,0.005905,0.956156,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.377641,0.117526,0.501925,0.119399,0.033510,0.899791,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.412173,0.012328,0.596902,0.036681,0.033693,0.965871,0.026950,0.000000,0.333389,0.012222,0.000019,0.969630,0.335806,0.332251,0.333724,3.000000
0.436527,0.067090,0.435461,0.458907,0.496272,0.496576,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.996716,0.012229,0.000746,0.200000,0.000000,0.800000,0.140000,0.320000,0.620000,0.386392,0.168834,0.388581,0.889360,0.118175,0.048292,0.900000,0.200000,0.000000,1.000000,0.000000,0.300000,0.900000,0.000000,0.300000,0.558594,0.319009,0.480503,0.839140,0.016965,0.241823,1.000000,0.000000,0.333389,1.000000,0.000024,0.000000,0.335806,0.332251,0.333724,1.000000
0.339110,0.223515,0.227987,0.299847,0.327938,0.330345,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.997113,0.001194,0.025808,1.000000,0.000000,0.000000,0.760000,0.160000,0.080000,0.328336,0.265375,0.272986,0.832771,0.050469,0.188244,0.800000,0.100000,0.100000,0.900000,0.100000,0.100000,1.000000,0.100000,0.000000,0.590295,0.019990,0.303444,0.915648,0.027137,0.027149,1.000000,0.000000,0.333389,1.000000,0.000000,0.000008,0.335806,0.332251,0.333724,1.000000
