0.968922,0.015574,0.014614,0.971348,0.014097,0.012447,0.972494,0.004117,0.052751,1.000000,0.000000,0.000000,0.969165,0.014034,0.016028,0.800000,0.000000,0.200000,1.000000,0.000000,0.080000,0.967976,0.016722,0.012765,0.967082,0.015220,0.014103,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.100000,0.619728,0.345824,0.380111,0.982154,0.003358,0.008953,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.967597,0.017338,0.014132,0.971348,0.014097,0.012447,0.968560,0.029589,0.000396,1.000000,0.000000,0.000000,0.954714,0.027705,0.013320,1.000000,0.000000,0.000000,0.960000,0.020000,0.000000,0.967311,0.017213,0.012637,0.962396,0.017026,0.013903,0.900000,0.000000,0.000000,1.000000,0.000000,0.000000,0.900000,0.000000,0.000000,0.621215,0.384047,0.019586,0.992944,0.019888,0.000963,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.972526,0.012468,0.014742,0.971348,0.014097,0.012447,0.999656,0.000041,0.000155,1.000000,0.000000,0.000000,0.987013,0.004652,0.013204,1.000000,0.000000,0.000000,1.000000,0.040000,0.000000,0.969094,0.015571,0.012774,0.979627,0.010148,0.014144,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.662343,0.333414,0.367286,0.982154,0.003358,0.010733,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.972244,0.012961,0.014366,0.971348,0.014097,0.012447,0.999717,0.000038,0.000088,1.000000,0.000000,0.000000,0.985893,0.005873,0.011144,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.968978,0.015700,0.012626,0.980513,0.010547,0.013911,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.914030,0.318284,0.325288,0.982154,0.019888,0.009979,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.969196,0.015443,0.014704,0.971348,0.014097,0.012447,0.954762,0.010907,0.052611,1.000000,0.000000,0.000000,0.963088,0.016716,0.017268,1.000000,0.000000,0.000000,0.980000,0.020000,0.140000,0.967756,0.016613,0.012792,0.965606,0.015449,0.014756,0.900000,0.000000,0.000000,0.900000,0.000000,0.000000,1.000000,0.000000,0.000000,0.579024,0.384047,0.391379,0.982154,0.003358,0.028437,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.966805,0.017510,0.014264,0.971348,0.014097,0.012447,0.961090,0.011009,0.000809,1.000000,0.000000,0.000000,0.968750,0.018267,0.012558,1.000000,0.000000,0.000000,0.960000,0.000000,0.000000,0.967592,0.017506,0.012721,0.961177,0.016868,0.012788,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.593585,0.377888,0.016215,0.938271,0.018532,0.008953,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.971492,0.013945,0.014139,0.971348,0.014097,0.012447,0.987383,0.003196,0.010952,1.000000,0.000000,0.000000,0.980658,0.008905,0.012778,1.000000,0.000000,0.000000,0.980000,0.000000,0.000000,0.968761,0.016196,0.012631,0.973831,0.012040,0.014063,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.593169,0.355116,0.377829,0.982154,0.003358,0.009979,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.971462,0.013572,0.014670,0.971348,0.014097,0.012447,0.986395,0.002199,0.026471,1.000000,0.000000,0.000000,0.977047,0.009375,0.014696,1.000000,0.000000,0.000000,0.920000,0.000000,0.020000,0.968401,0.015911,0.012734,0.975593,0.012349,0.014796,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.568460,0.328321,0.400036,0.945077,0.019888,0.009979,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.971578,0.013676,0.014548,0.971348,0.014097,0.012447,0.987759,0.003870,0.003231,1.000000,0.000000,0.000000,0.978026,0.009465,0.015017,1.000000,0.000000,0.000000,0.980000,0.000000,0.000000,0.968477,0.016076,0.012730,0.973506,0.012884,0.014549,1.000000,0.000000,0.100000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.621215,0.384047,0.026082,0.992944,0.003358,0.002514,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.971650,0.013292,0.014803,0.971348,0.014097,0.012447,0.986220,0.001323,0.084085,1.000000,0.000000,0.000000,0.979691,0.007561,0.016278,1.000000,0.000000,0.000000,0.980000,0.000000,0.020000,0.968645,0.015899,0.012803,0.974571,0.012117,0.014743,0.800000,0.000000,0.200000,0.800000,0.000000,0.000000,1.000000,0.000000,0.000000,0.579024,0.345824,0.422363,0.982154,0.003358,0.023129,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
0.970474,0.014059,0.015012,0.971348,0.014097,0.012447,0.974852,0.002578,0.107474,1.000000,0.000000,0.000000,0.972076,0.010487,0.018128,1.000000,0.000000,0.000000,0.940000,0.000000,0.020000,0.968174,0.016097,0.012830,0.972588,0.013829,0.015001,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.579024,0.322796,0.442511,0.982154,0.003358,0.059882,0.969150,0.016275,0.014622,0.942764,0.043414,0.041503,0.948154,0.037253,0.035167,1.000000
